CpGmarker,CoefficientTraining,CoefficientTrainingShrunk,varByCpG,minByCpG,maxByCpG,medianByCpG,medianByCpGYoung,medianByCpGOld,Gene_ID,GenomeBuild,Chr,MapInfo,SourceVersion,TSS_Coordinate,Gene_Strand,Symbol,Synonym,Accession,GID,Annotation,Product,Marginal Age Relationship,chr.coord_hg19,H3K27ac,H3K4me3,H3K36me3,H3K27me3,H3K9ac,H3K4me1,H3K9me3,RNF2,EZH2,RNA,Replication_timing,LaminB1,Gene_body,CGI,Shore,Shelf,ChrHMM_state,ChrHMM_state_reann
cg22432269,-0.047520857,NA,0.00026,0,0.46,0.025,0.023,0.026,23191,36,15,20444138,36.1,20444125,+,CYFIP1,SHYC; FLJ45151; P140SRA-1;,NM_014608.2,GI:57013277,isoform a is encoded by transcript variant 1; selective hybridizing clone (mouse); cytoplasmic FMRP interacting protein 1,cytoplasmic FMR1 interacting protein 1 isoform a,positive,chr15:22892697,0.231524075324417,1.28233341684294,0.44234739065864,1.34654223109893,0.646760889513879,-0.0681734648597607,-0.150364012633235,0.144838589615758,1.12059239880565,-0.0932462469441604,50.1074519930338,0.286675066544067,Yes,Yes,No,No,1,Active TSS
cg22449114,0.009556913,NA,0.011,0.012,0.91,0.27,0.23,0.29,6939,36,20,538243,36.1,538910,-,TCF15,EC2; PARAXIS;,NM_004609.3,GI:48255908,###############################################################################################################################################################################################################################################################,basic helix-loop-helix transcription factor 15,positive,chr20:590243,-0.843023890793834,0.112231387037047,0.157183688358209,3.15047402751159,-0.87404420167721,0.161139513989415,1.40923036103257,0.0767693316438469,1.82485353307114,-0.421717258179465,66.0764236450195,0.380408094759552,Yes,Yes,No,No,23,Bivalent promoter
cg22568540,0.020951084,NA,0.017,0.11,1,0.92,0.94,0.9,1,36,19,63556658,36.1,63556669,-,A1BG,A1B; ABG; GAB; HYST2477; DKFZp686F0970;,NM_130786.2,GI:21071029,alpha-1B-glycoprotein; go_component: extracellular space; go_function: molecular function unknown; go_process: biological process unknown,alpha 1B-glycoprotein,negative,chr19:58864846,-0.66383082950224,-0.801624169022529,0.486814782887501,-0.440306178292046,-0.810171183888452,-0.885009523986994,0.524925479043439,-1.04857466038716,-0.618250018727591,-0.340917544203649,73.3314361572266,1.3684787721718,Yes,No,No,Yes,25,Quiescent/low
cg22613010,-0.00136474,NA,0.00078,0.016,0.43,0.069,0.075,0.066,1181,36,3,185561866,36.1,185561961,-,CLCN2,CLC2; ECA3; EGI3; EGMA; CIC-2;,NM_004366.2,GI:5803001,###############################################################################################################################################################################################################################################################,chloride channel 2,negative,chr3:184079172,-0.32588552048187,1.00074675420258,0.130145437882905,0.0445496725536582,0.378337837252525,1.17140284728488,0.939370323594204,0.698247861897255,-0.303740642263144,-0.439261680600165,73.2968826293945,1.95160369608805,Yes,No,Yes,No,3,Promoter
cg22637507,-0.161364515,NA,0.0012,0,0.66,0.048,0.046,0.05,221120,36,11,43858983,36.1,43858971,+,ALKBH3,DEPC1; DEPC-1; MGC118790; MGC118792; MGC118793;,NM_139178.1,GI:21040274,prostate cancer antigen-1,hypothetical protein LOC221120,negative,chr11:43902407,0.574946950226339,1.66399076444926,-0.495420556475682,-0.512754369759023,-0.0210572656642482,-0.0395451736338373,-0.0104217753025504,0.60961776716158,0.909409804728993,0.0748465361082016,55.3026597838747,8.85293403500574,Yes,Yes,No,No,1,Active TSS
cg22679120,0.008321411,NA,0.018,0,0.99,0.6,0.6,0.6,29886,36,7,2319928,36.1,2320625,-,SNX8,,NM_013321.1,GI:23943857,go_function: protein binding; go_function: phosphoinositide binding; go_process: protein transport; go_process: intracellular signaling cascade,sorting nexin 8,positive,chr7:2353402,-0.320850098610909,-0.293985872505499,-0.397678548278442,-0.587951887855197,-0.435425714448775,0.00969870523525523,-0.470707700759953,0.0408128731836596,-0.590725406339881,-0.343369922841547,80.1839795766626,2.79848405335952,Yes,No,Yes,No,3,Promoter
cg22736354,1.718507337,2.262766484,0.0086,0.011,0.95,0.17,0.091,0.25,378884,36,6,18230698,36.1,18230830,-,NHLRC1,EPM2A; EPM2B; MGC119262; MGC119264; MGC119265; bA204B7.2;,NM_198586.2,GI:40255282,go_component: nucleus; go_component: endoplasmic reticulum; go_function: protein binding; go_function: zinc ion binding; go_function: metal ion binding,malin,positive,chr6:18122719,-0.264179047178066,2.22502551099419,0.46814201147935,-0.0211699649515184,-0.224444193783212,0.576974848792652,0.80480138557168,-1.11524567178196,-0.537551457565519,-0.3801077624592,77.9241409301758,3.10955605999348,Yes,Yes,No,No,2,Promoter
cg22809047,0.160173786,NA,0.03,0.0026,0.96,0.6,0.54,0.65,6160,36,2,100984693,36.1,100985183,+,RPL31,MGC88191;,NM_000993.2,GI:15812219,60S ribosomal protein L31; go_component: ribosome; go_function: structural constituent of ribosome; go_process: protein biosynthesis,ribosomal protein L31,positive,chr2:101618261,0.627322375947084,0.0679403956368639,-0.234194389554762,-0.411281912487648,0.147555123444637,0.875859244582864,0.464251438565064,1.41411209206323,-0.121881533384926,-0.371207912818655,68.1565551757812,0.504480647950689,Yes,Yes,No,No,2,Promoter
cg22901840,0.078584998,0.095064103,0.013,0.038,0.97,0.62,0.59,0.65,9077,36,1,68285365,36.1,NA,-,DIRAS3,ARHI; NOEY2;,NT_032977.8,,###############################################################################################################################################################################################################################################################,DIRAS family; GTP-binding RAS-like 3,positive,chr1:68512777,-0.887070455333761,-0.463283298349745,0.627710315431261,0.801803335387102,-0.870021843430439,-0.539515310940086,1.99737285577595,1.30239486271768,-0.579769328984851,-0.439261680600165,74.8990478515625,2.38583646884531,Yes,Yes,No,Yes,23,Bivalent promoter
cg22920873,0.114374788,0.655583459,0.00037,0,0.63,0.018,0.018,0.018,154791,36,7,138675693,36.1,138676615,+,HSPC268,,NM_197964.1,GI:37537547,,hypothetical protein LOC154791,positive,chr7:139025153,0.688844211732904,0.06012719901248,0.0191920902265186,-0.679093260322715,-0.277757361429411,-0.384545738560168,0.180539607484316,0.702990635956856,-0.425132428585527,-0.33592173320732,69.1057739257812,0.894492021191781,Yes,Yes,No,No,1,Active TSS
cg22947000,-0.385598354,-0.358490445,0.02,0,0.89,0.25,0.32,0.21,53630,36,16,79829782,36.1,79829797,+,BCMO1,BCO; BCDO; BCMO; BCDO1; FLJ10730;,NM_017429.2,GI:74027269,beta-carotene 15; 15prime-dioxygenase 1; go_function: iron ion binding; go_function: oxidoreductase activity; go_function: beta-carotene 15;15prime-monooxygenase activity,beta-carotene 15; 15prime-monooxygenase 1,negative,chr16:81272281,-0.303877574852078,-0.779896671411751,-0.525206249709694,-0.231744932792975,-0.482531026977397,-0.43595917362638,-0.515150549628451,3.95299985368913,0.0568918612707956,-0.429456221072508,63.9353332519531,0.254477506770895,Yes,No,No,No,2,Promoter
cg23092072,0.999917662,NA,0.0044,0,0.99,0.036,0.037,0.035,4299,36,4,88146730,36.1,88147164,+,AFF1,AF4; AF-4; PBM1; MLLT2;,NM_005935.1,GI:5174572,###############################################################################################################################################################################################################################################################,myeloid/lymphoid or mixed-lineage leukemia trithorax homolog 2,negative,chr4:87927706,0.507341222975364,0.00991690516628816,-0.375595639051047,-0.733081661097611,0.767350179247972,0.270946257056237,-0.618236421747708,0.320842417075602,-0.342162187339256,1.11456336828031,66.3867874145508,1.01627872617779,Yes,No,Yes,No,1,Active TSS
cg23124451,-0.118914538,NA,0.052,0,0.96,0.43,0.58,0.39,23492,36,22,37878077,36.1,37878484,-,CBX7,,NM_175709.2,GI:46852393,go_component: nucleus; go_component: chromatin; go_function: chromatin binding; go_process: transcription; go_process: chromatin modification; go_process: chromatin assembly or disassembly; go_process: regulation of transcription; DNA-dependent,chromobox homolog 7,negative,chr22:39548131,1.22258854721765,0.98158642636862,0.315166671227466,-0.39972251501912,0.591285392409604,0.653358009411531,-0.156023961555536,-0.181388925962197,-0.718067315478671,-0.311618273117353,78.4133834838867,1.52626902000129,Yes,Yes,Yes,No,2,Promoter
cg23180365,-0.17318824,NA,0.00012,0,0.21,0.02,0.02,0.018,2720,36,3,33113631,36.1,33113634,-,GLB1,,NM_000404.1,GI:10834965,###############################################################################################################################################################################################################################################################,galactosidase; beta 1,negative,chr3:33138627,0.917783957957637,0.810426428576127,0.98396255311834,-0.459572579020713,1.13949690558651,0.189838201183851,-0.226809666522048,0.979637772015401,0.407819711739385,0.404506289767533,65.2825622558594,1.86215836913219,Yes,Yes,No,No,1,Active TSS
cg23517605,0.128377865,0.310108799,0.0031,0.0084,0.72,0.13,0.11,0.16,347733,36,6,3173364,36.1,3172870,-,TUBB2B,MGC8685; bA506K6.1; DKFZp566F223; RP11-506K6.1; TUBB-PARALOG;,NM_178012.3,GI:42476191,###############################################################################################################################################################################################################################################################,tubulin; beta polypeptide paralog,positive,chr6:3228365,-0.709524402776645,-0.176369955574385,-0.242921947234701,2.21401098456922,-0.568283418321747,0.217900840127505,-0.56163690190107,0.167243777219895,2.03925551863586,-0.439261680600165,73.9113897575702,0.291704446715432,Yes,Yes,No,Yes,2,Promoter
cg23662675,0.600765489,0.352078709,0.00041,0,0.23,0.031,0.031,0.031,23613,36,20,45419003,36.1,45418881,-,PRKCBP1,RACK7; ZMYND8; PRO2893; MGC31836;,NM_183047.1,GI:34335261,###############################################################################################################################################################################################################################################################,protein kinase C binding protein 1 isoform a,positive,chr20:45985596,0.439435440060733,-0.644040011867857,-0.574609018364226,-0.678400678882483,-0.373976733006004,0.115874877576932,-0.213848756809719,0.0520975942920836,-0.61363449186497,-0.278507076225834,84.6642892319068,1.06235483634082,Yes,No,No,No,3,Promoter
cg23786576,-0.359681997,NA,0.00019,0.0085,0.41,0.039,0.04,0.039,64756,36,1,46906183,36.1,46906615,-,ATPAF1,ATP11; ATP11p; FLJ22351;,NM_022745.2,GI:48976052,homolog of yeast ATP11; go_component: mitochondrion; go_process: protein complex assembly,ATP synthase mitochondrial F1 complex assembly factor 1,negative,chr1:47133596,0.27917184155076,0.306170959392798,-0.507078567871187,-0.296542334270028,0.435401954666409,-0.338876191817805,-0.323833711165179,-0.547129041045275,-0.509751156502341,-0.154239110011778,61.3598846758988,2.71959017686339,Yes,No,Yes,No,3,Promoter
cg23941599,0.266499641,NA,0.004,0.023,0.48,0.13,0.13,0.13,56929,36,5,114908695,36.1,114908490,-,FEM1C,FEM1A; KIAA1785; EUROIMAGE686608; EUROIMAGE783647;,NM_020177.2,GI:36030993,synonyms: FEM1A; KIAA1785; EUROIMAGE686608; EUROIMAGE783647,feminization 1 homolog a,positive,chr5:114880796,-0.17395248801217,-0.71849272364348,-0.66562362590737,-0.633354963317254,-0.472698018369041,-0.516924058127298,0.156766426339374,1.2370108708814,-0.718067315478671,-0.439261680600165,77.5828170776367,-0.444011163651493,No,No,Yes,No,1,Active TSS
cg24058132,-0.243414212,-0.077071346,0.022,0.0012,0.97,0.46,0.53,0.4,2581,36,14,87529619,36.1,87529596,-,GALC,,NM_000153.1,GI:4557612,galactocerebrosidase; Galactosylceraminidase; go_component: lysosome; go_function: galactosylceramidase activity; go_function: hydrolase activity; acting on glycosyl bonds; go_process: carbohydrate metabolism; go_process: galactosylceramide catabolism,galactosylceramidase precursor,negative,chr14:88459866,1.94275965048586,-0.182005730458561,-0.11604277405706,-0.653876790094831,0.612967660817719,0.541038279263995,-0.287857761159422,1.27167731352402,-0.387177297260154,0.0416205255430931,27.6294593811035,0.560405333186277,Yes,No,Yes,No,2,Promoter
cg24081819,-0.00950238,NA,0.0028,0.0083,0.59,0.072,0.077,0.071,2053,36,8,27404857,36.1,27404562,+,EPHX2,CEH; SEH;,NM_001979.4,GI:56682950,###############################################################################################################################################################################################################################################################,epoxide hydrolase 2; cytoplasmic,negative,chr8:27348940,-0.0347476918116989,-0.367785480083602,-0.460937636943704,0.233543141304472,0.112599817076956,0.644960206776142,0.120645503370981,1.28050579096991,0.0258284288464829,-0.0427462575618935,65.8944625854492,1.38190798720425,Yes,No,Yes,No,2,Promoter
cg24116886,0.187704497,NA,0.0093,0.0067,1,0.88,0.87,0.89,140850,36,20,85877,36.1,86186,+,DEFB127,DEF-27; DEFB27; hBD-27; DEFB-27; C20orf73; bA530N10.2;,NM_139074.2,GI:30061486,beta defensin 27; beta-defensin 27; go_component: cellular component unknown; go_function: nucleic acid binding; go_process: innate immune response; go_process: defense response to bacteria,beta defensin 127 preproprotein,positive,chr20:137877,-0.840222464737457,-0.747739898876537,-0.0677008543235664,0.676488154211421,-0.900149057903903,-0.784242968289631,-0.446835793482413,-0.464055314530557,-0.242246101363127,-0.439261680600165,64.8183441162109,-0.199989138119467,No,No,No,No,25,Quiescent/low
cg24126851,0.000792206,NA,0.012,0.13,0.96,0.78,0.8,0.76,8642,36,11,6634719,36.1,6633656,-,DCHS1,FIB1; CDH25; PCDH16; FLJ11790; KIAA1773;,NM_003737.2,GI:73623031,###############################################################################################################################################################################################################################################################,dachsous 1 precursor,positive,chr11:6678143,-0.76570958021207,-0.736322513555741,0.0020506366564014,0.399667280921451,-0.836801325167049,-1.06996156968238,-0.313195570785642,-0.301993107938544,-0.163441817885553,-0.429456221072508,73.0681610107422,-0.347536698978404,No,No,Yes,No,24,Repressed polycomb
cg24254120,0.372917726,NA,0.0068,0,0.99,0.054,0.053,0.054,5983,36,13,33290869,36.1,33290234,+,RFC3,RFC38; MGC5276;,NM_002915.2,GI:31795536,###############################################################################################################################################################################################################################################################,replication factor C 3 isoform 1,positive,chr13:34392869,-0.500771101303465,0.17824246805906,0.104478722103488,-0.182093384823031,0.207492448583828,0.424995058348345,0.0648075431992318,-0.410534826607833,-0.327672333266815,-0.379667471591471,52.319766998291,1.01171237485535,Yes,No,Yes,No,3,Promoter
cg24262469,0.152852459,0.13428669,0.0089,0.023,0.98,0.26,0.25,0.26,25976,36,3,157874388,36.1,157875073,+,TIPARP,DDF1; PARP7; PARP-1; PARP-7; DKFZP434J214; DKFZp686N0351; DKFZp686P1838;,NM_015508.2,GI:38524593,go_component: nucleus; go_function: protein binding; go_function: nucleic acid binding; go_function: NAD+ ADP-ribosyltransferase activity; go_process: protein amino acid ADP-ribosylation,TCDD-inducible poly(ADP-ribose) polymerase,positive,chr3:156391694,0.477334340454154,-0.028743288340937,0.00228125582204372,-0.560065657775974,-0.611363252191279,-0.203337543079921,0.223882877437596,0.335191311650806,0.100846473923278,-0.154178810832735,69.6634987809712,-0.210193277005885,Yes,No,Yes,No,2,Promoter
cg24450312,-0.001508834,NA,0.0044,0,0.38,0.061,0.069,0.059,83593,36,1,204747781,36.1,NA,+,RASSF5,RAPL; Maxp1; NORE1; RASSF3; MGC10823;,NT_021877.18,,###############################################################################################################################################################################################################################################################,Ras association (RalGDS/AF-6) domain family 5 isoform B,positive,chr1:206681158,-0.151218100207798,0.77783881073844,-0.133853654369633,-0.0905042532458516,0.271664428323091,0.412799885676838,-0.544945964818178,-0.0327293513243212,1.60942966573437,0.0181617459506906,78.3797607421875,0.115249370822979,Yes,Yes,No,No,23,Bivalent promoter
cg24471894,-0.057512039,NA,0.018,0,0.97,0.17,0.22,0.15,9933,36,9,2828508,36.1,2828507,-,KIAA0020,XTP5; MGC8749; RP11-526D20.2;,NM_014878.3,GI:33620772,###############################################################################################################################################################################################################################################################,KIAA0020 isoform 2,negative,chr9:2838508,-0.597477818431203,-0.973527006364799,-0.176669454299867,-0.596382697527725,-0.69311998078581,-0.506850359151683,-0.542017467434053,-0.16171560186978,0.17691161389059,0.0119972707393741,35.524857499653,-0.874901218738604,Yes,No,No,No,5,Transcribed
cg24580001,0.339639763,0.247742587,0.0092,0.12,0.99,0.9,0.9,0.89,283234,36,11,63863108,36.1,63864271,+,FLJ37970,BRLZ; FLJ00354; DKFZp434G0920;,NM_032251.3,GI:40795670,brain leucine zipper protein; go_function: protein binding; go_function: transcription factor activity; go_process: regulation of transcription; DNA-dependent,hypothetical protein LOC283234,positive,chr11:64106532,-0.331306869492816,-0.960132110282514,1.663421269391,-0.654771988968253,-0.853164183887295,-0.67621647389283,-0.0109883254130103,-0.893733449527688,-0.435144084995782,-0.294743433109755,82.8539710104317,0.6935403890889,No,No,No,Yes,25,Quiescent/low
cg24834740,-0.087006506,NA,5e-04,0,0.5,0.037,0.035,0.038,26051,36,20,36867966,36.1,36867762,+,PPP1R16B,TIMAP; ANKRD4; KIAA0823;,NM_015568.2,GI:34335276,TGF-beta-inhibited membrane-associated protein; CAAX box protein TIMAP; ankyrin repeat domain protein 4; go_component: plasma membrane; go_function: protein phosphatase binding; go_process: signal transduction,protein phosphatase 1 regulatory inhibitor subunit 16B,positive,chr20:37434552,3.93132445365725,1.95434110659605,0.181524021056586,-0.534796186999575,3.01674886238408,1.42671749298807,0.015149465629204,0.496978992023814,-0.395031930110785,2.30692483859041,49.8846382749943,2.12355605180678,Yes,Yes,No,No,2,Promoter
cg24888049,-0.129936396,NA,0.021,0.034,0.95,0.59,0.67,0.54,2242,36,15,89227671,36.1,89228713,+,FES,FPS;,NM_002005.2,GI:13376997,###############################################################################################################################################################################################################################################################,V-FES feline sarcoma viral/V-FPS fujinami avian sarcoma viral oncogene homolog,negative,chr15:91426667,-0.548621890414329,-0.593644549122654,0.491062971059056,-0.67326901672872,-0.701186990220085,-0.102846437494475,-0.177794213203303,-0.605749582071469,-0.388540819763914,-0.0487285887236008,83.2223237910473,2.6697811038428,Yes,No,Yes,No,15,Active enhancer
cg24899750,-0.307424926,-0.256103442,0.011,0.033,0.97,0.58,0.61,0.56,6629,36,20,16658314,36.1,16658629,+,SNRPB2,MGC24807; MGC45309;,NM_003092.3,GI:38149917,###############################################################################################################################################################################################################################################################,small nuclear ribonucleoprotein polypeptide B,negative,chr20:16710314,0.601996079655562,-0.518377749183896,-0.392299285937903,-0.47748455976805,-0.58288133977339,-0.49645694464934,0.832829088626973,-0.0153988724863923,-0.23102860861549,-0.412492327752646,31.1015763080625,2.60980172601695,No,No,Yes,No,2,Promoter
cg25070637,-0.279922439,-0.44666326,2e-04,0.021,0.29,0.061,0.058,0.062,6383,36,8,97575044,36.1,97575058,+,SDC2,HSPG; HSPG1; SYND2;,NM_002998.3,GI:55925658,fibroglycan; heparan sulfate proteoglycan core protein; go_component: membrane; go_component: integral to membrane; go_component: integral to plasma membrane; go_function: cytoskeletal protein binding; go_process: biological process unknown,syndecan 2 precursor,positive,chr8:97505868,-0.325859739511883,-0.368354374947936,-0.377524823027408,2.21567680009571,-0.277883900953207,0.77012276616156,0.139638887442233,2.49769379837627,1.35334583200582,-0.3152935777502,61.2654647827148,0.219708618799445,Yes,Yes,No,No,2,Promoter
cg25101936,-0.057744615,NA,0.017,0.0089,0.99,0.6,0.61,0.59,7704,36,11,113434374,36.1,113435641,+,ZBTB16,PLZF; ZNF145;,NM_006006.4,GI:66932930,###############################################################################################################################################################################################################################################################,promyelocytic leukemia zinc finger protein,negative,chr11:113929164,-0.744166179200082,-0.652417385846803,0.229301154190926,1.47121119505072,-0.79612762456613,-0.595712960333974,0.403709629309949,-0.171594819259726,-0.221597991572083,-0.429456221072508,42.1991653442383,1.12795397616754,No,No,Yes,No,24,Repressed polycomb
cg25148589,0.179969129,NA,0.0076,0.011,0.74,0.16,0.13,0.21,2891,36,4,158361386,36.1,158361297,+,GRIA2,GLUR2; GLURB; HBGR2;,NM_000826.2,GI:74275353,###############################################################################################################################################################################################################################################################,glutamate receptor; ionotropic; AMPA 2,positive,chr4:158141936,-0.902939475477341,-0.385466116233126,-0.463370691238838,2.14227883061654,-0.913143804510145,-0.229592440693766,3.30711738903037,-1.16498313495344,-0.268302454601585,-0.439261680600165,55.0417289733887,0.68612924075547,Yes,No,Yes,No,23,Bivalent promoter
cg25159610,0.224446911,NA,0.0023,0,0.94,0.044,0.043,0.041,10769,36,5,57792559,36.1,57791844,-,PLK2,SNK;,NM_006622.1,GI:5730054,###############################################################################################################################################################################################################################################################,polo-like kinase 2,negative,chr5:57756802,-0.431575602207835,0.2796864170442,-0.302576505615194,-0.636801466365138,-0.158409390813077,-0.39360167522346,0.739263941738823,-0.491654393471549,-0.324474915433669,-0.378356477648115,53.0514945983887,0.54094648462549,No,Yes,No,No,16,Weak enhancer
cg25166896,-0.002315093,NA,0.0013,0.014,0.87,0.049,0.055,0.045,128989,36,22,18389063,36.1,18388631,+,C22orf25,DKFZp761P1121;,NM_152906.2,GI:38488711,synonym: DKFZp761P1121,hypothetical protein LOC128989,negative,chr22:20009063,1.28012800854276,0.911423343652679,-0.151510477348027,-0.541138547879903,1.80898498729272,1.54882741753405,-0.472810681376494,0.429735107906053,-0.021304832672895,-0.219207893884314,81.8441162109375,3.30687135833337,Yes,Yes,No,No,3,Promoter
cg25411725,-0.028135965,NA,0.0066,0.021,0.95,0.84,0.85,0.84,9390,36,3,38281676,36.1,38282335,+,SLC22A13,OCTL1; OCTL3; ORCTL3;,NM_004256.1,GI:4758851,organic cationic transporter-like 3; go_component: membrane fraction; go_component: integral to plasma membrane; go_function: transporter activity; go_function: organic cation transporter activity; go_process: transport,organic cation transporter like 3,negative,chr3:38306672,-0.7241296857286,-0.879961439524489,0.0170979697899977,-0.440429701450563,-0.850535964814503,-0.853007483355604,0.206377753304798,-0.187466049565773,-0.509523399583534,-0.429456221072508,63.9291602346368,-0.412605842749028,No,No,No,No,25,Quiescent/low
cg25505610,1.50223047,1.772906777,0.001,0,0.71,0.031,0.03,0.032,10480,36,11,32561760,36.1,32561967,+,hfl-B5,GA17;,NM_006360.3,GI:52851442,fetal lung protein B5,B5 receptor,positive,chr11:32605184,0.10300088046765,-0.0337863945244858,-0.277459442561964,-0.486108508668827,0.0326538199159973,-0.253247057979917,0.208371949954686,0.197892237712798,-0.54719935245935,-0.161901845567878,43.7226104736328,1.2141148962118,No,Yes,No,No,3,Promoter
cg25552492,-0.176029721,NA,0.0019,0,0.59,0.083,0.06,0.1,203190,36,8,22069944,36.1,22070289,-,LGI3,LGIL4;,NM_139278.2,GI:45643139,synonym: LGIL4,leucine-rich repeat LGI family; member 3,positive,chr8:22013999,-0.866584369912558,-0.590952660148364,-0.0392138322356413,1.21920759991211,-0.517934523636392,-0.326234936066689,-0.22431074480097,-0.973765024959207,0.701998444788448,-0.439261680600165,82.1239700317383,0.762767571796398,Yes,No,Yes,No,24,Repressed polycomb
cg25564800,-0.004461622,NA,0.011,0,0.65,0.15,0.17,0.14,3836,36,3,123716824,36.1,123716335,-,KPNA1,RCH2; SRP1; IPOA5; NPI-1;,NM_002264.1,GI:4504894,###############################################################################################################################################################################################################################################################,karyopherin alpha 1,negative,chr3:122234134,-0.432977432157475,-0.533445421891747,-0.501312182103775,-0.742293896689657,-0.709343524102344,0.315818874521068,-0.3485859826343,-0.425858885215728,-0.417863232431692,-0.419642557742483,65.7930374145508,0.716382490578917,No,No,Yes,No,2,Promoter
cg25657834,-0.120291759,NA,0.0017,0.019,0.78,0.098,0.1,0.1,23620,36,2,11727816,36.1,11727876,-,NTSR2,NTR2;,NM_012344.2,GI:21735622,###############################################################################################################################################################################################################################################################,neurotensin receptor 2,negative,chr2:11810365,-0.62106850263337,-0.334741936018752,-0.241634930577431,2.15698645097318,-0.843099974512583,-0.357479471066077,1.92040943759124,-0.345229543130167,0.173926988611187,-0.439261680600165,67.3603766196386,0.175028155363102,No,Yes,No,No,24,Repressed polycomb
cg25683012,-1.392021375,NA,2e-04,0,0.29,0.025,0.023,0.026,11176,36,12,55316380,36.1,55316417,-,BAZ2A,TIP5; KIAA0314; DKFZp781B109;,NM_013449.2,GI:32261302,###############################################################################################################################################################################################################################################################,bromodomain adjacent to zinc finger domain; 2A,positive,chr12:57030113,0.362813677105773,-0.0881166735251377,-0.327036875649454,-0.572094474298057,-0.156864117732262,0.0319340567494274,-0.371827367956222,-0.132937235868564,-0.626332013298765,0.114569039651845,82.3731460571289,1.12160365209359,Yes,No,Yes,No,3,Promoter
cg25771195,0.304478062,0.514254835,0.01,0.037,0.92,0.51,0.48,0.54,29105,36,16,56721315,36.1,56720797,-,GTL3,,NM_013242.2,GI:42716281,go_process: development,transcription factor IIB,positive,chr16:58163814,-0.216972204111814,-0.248575118222478,-0.273854442513679,-0.510898952366753,-0.167063001740467,0.22428238271742,1.8125597418614,1.29712168207029,-0.405018931493716,-0.40261920029986,55.2519721984863,2.4572302954323,No,No,Yes,No,2,Promoter
cg25781123,0.019974651,NA,0.0011,0,0.4,0.06,0.057,0.062,25917,36,3,9379598,36.1,9379736,+,THUMPD3,DKFZP434F091;,NM_015453.1,GI:14149689,go_function: protein binding,THUMP domain containing 3,positive,chr3:9404598,0.263551311144438,-0.363955940088174,-0.268651061283868,-0.767488679707685,0.268970155932621,0.448722071505203,0.0933783870677221,0.878418938357468,-0.305749880569433,0.842341246723908,63.8737209253478,0.353925892327835,Yes,No,Yes,No,3,Promoter
cg25809905,-0.216624999,-0.348900512,0.02,0.0019,0.96,0.69,0.77,0.61,3674,36,17,39823254,36.1,39822399,-,ITGA2B,GTA; CD41; GP2B; HPA3; CD41B; GPIIb;,NM_000419.2,GI:6006009,###############################################################################################################################################################################################################################################################,integrin alpha 2b precursor,negative,chr17:42467728,-0.56671232533176,-0.740660562986785,0.529908270872909,-0.295689457295397,-0.91737057201037,-0.500618940869301,0.738415613821132,-0.219125784562442,-0.143006548097668,-0.264261062935039,79.3639068603516,0.985623543336049,No,No,No,No,13,Active enhancer
cg25928579,-0.030298685,NA,0.0011,0,0.81,0.079,0.08,0.079,3218,36,17,44047533,36.1,44047300,-,HOXB8,HOX2; HOX2D; Hox-2.4;,NM_024016.2,GI:25121964,homeobox protein Hox-B8; homeo box 2D; go_component: nucleus; go_function: transcription factor activity; go_process: development; go_process: regulation of transcription; DNA-dependent,homeo box B8,negative,chr17:46692534,-0.924753989525862,-0.487683146647513,-0.566761896803627,2.02223444342619,-0.935759714588219,-0.684648865437683,0.132136554459728,-0.870811120204101,5.29770704176899,-0.439261680600165,80.6714445765774,1.94655208878914,Yes,No,Yes,No,24,Repressed polycomb
cg26003813,-0.192765894,NA,0.0036,0.015,0.84,0.081,0.076,0.085,5347,36,16,23597303,36.1,23597702,+,PLK1,PLK; STPK13;,NM_005030.3,GI:34147632,###############################################################################################################################################################################################################################################################,polo-like kinase,positive,chr16:23689802,-0.420530188773532,-0.447550917828025,-0.326573198627881,-0.682138185783571,-0.39318869359568,-0.30225344371088,-0.525712215977384,0.258793062666147,-0.114072226393777,-0.376723683513819,50.9182014465332,2.50389297407881,Yes,No,Yes,No,3,Promoter
cg26005082,0.283314043,0.547567138,0.00048,0,0.39,0.057,0.049,0.066,284424,36,19,4720660,36.1,4720152,+,C19orf30,PGSF1; PGSF1a; PGSF1b;,NM_174947.2,GI:29126235,pituitary gland specific factor 1a,hypothetical protein LOC284424,positive,chr19:4769660,-0.80966950271879,-0.754303912736326,-0.291583125756816,-0.48440365565017,-0.968609060727079,-0.824414728941586,0.200641238558272,1.08212173082887,-0.265871933664683,-0.419642557742483,82.9242975515618,3.3209277715731,No,No,No,No,19,DNase
cg26043391,-0.361822974,NA,0.00063,0.014,0.41,0.065,0.068,0.064,23219,36,1,222368797,36.1,222368436,+,FBXO28,Fbx28; FLJ10766; KIAA0483;,NM_015176.1,GI:7662157,go_process: ubiquitin cycle,F-box protein 28,negative,chr1:224302174,2.24105366064667,1.49702882691964,0.485001173772224,-0.499341244545267,3.32800658244431,1.33569420149311,0.141055887459216,-0.189537501916792,-0.126628201669026,0.621728620463474,80.6885375976562,2.14480541319931,Yes,Yes,No,No,3,Promoter
